12/15/2012,517.93,94.73,Central,OK,Office Supplies,Appliances,Home Office
9/26/2010,1156.6715,88.524,East,OH,Technology,Telephones and Communication,Consumer
2/5/2009,15260.78,8734.88,West,CA,Technology,Office Machines,Small Business
2/5/2009,540.41,170.98,West,CA,Office Supplies,Storage & Organization,Small Business
10/30/2011,43.29,20.69,West,WA,Office Supplies,Paper,Small Business
10/30/2011,41.7,14.56,West,WA,Office Supplies,Paper,Small Business
8/20/2011,1162.4005,284.625,West,CA,Technology,Telephones and Communication,Corporate
7/19/2011,356.7,48.97,Central,TX,Furniture,Office Furnishings,Corporate
3/4/2011,1000.78,109.33,Central,IA,Office Supplies,Pens & Art Supplies,Consumer
3/4/2011,543.72,211.13,Central,IA,Office Supplies,Storage & Organization,Consumer
12/26/2011,234.2,56.22,East,PA,Office Supplies,Rubber Bands,Small Business
10/7/2012,4509.3775,1426.257,West,CO,Technology,Telephones and Communication,Home Office
7/10/2011,4965.7595,1198.971,Central,IL,Technology,Telephones and Communication,Corporate
8/17/2012,210.4,18.96,South,FL,Office Supplies,Appliances,Corporate
5/19/2011,1309.53,19.18,South,GA,Furniture,Chairs & Chairmats,Home Office
5/19/2011,806.37,166.4,South,GA,Office Supplies,Storage & Organization,Home Office
4/30/2011,5437.92,684.57,East,OH,Furniture,Chairs & Chairmats,Home Office
8/28/2010,394.27,30.94,Central,IL,Office Supplies,Appliances,Consumer
8/28/2010,146.69,4.43,Central,IL,Furniture,Office Furnishings,Consumer
9/20/2009,129.49,50.64,South,KY,Office Supplies,Labels,Home Office
9/20/2009,202.95,36.02,South,KY,Office Supplies,Paper,Home Office
9/20/2009,2753.1925,510.489,South,KY,Technology,Telephones and Communication,Home Office
7/12/2012,70.24,911.56,East,PA,Office Supplies,Paper,Consumer
7/12/2012,40.75,27.57,East,PA,Office Supplies,Paper,Consumer
7/12/2012,1150.88,59.75,East,PA,Office Supplies,Storage & Organization,Consumer
8/1/2011,283.65,29.21,South,AR,Office Supplies,Paper,Home Office
1/26/2010,840.04,131.27,East,OH,Office Supplies,Storage & Organization,Home Office
10/20/2012,262.87,166.29,South,AR,Office Supplies,Paper,Corporate
10/20/2012,2531.0875,881.676,South,AR,Technology,Telephones and Communication,Corporate
6/17/2011,93.54,54.0385,Central,IL,Office Supplies,Binders and Binder Accessories,Corporate
6/17/2011,905.08,127.7,Central,IL,Office Supplies,Storage & Organization,Corporate
11/30/2012,628.22,633.68,East,MD,Furniture,Office Furnishings,Corporate
11/30/2012,3366.1,163.81,East,MD,Furniture,Tables,Corporate
1/22/2010,4913.69,1153.9,Central,TX,Furniture,Bookcases,Consumer
1/22/2010,464.77,29.42,Central,TX,Office Supplies,Paper,Consumer
3/24/2011,2781.82,695.26,Central,IL,Office Supplies,Storage & Organization,Corporate
4/30/2012,1679.58,171.92,East,NY,Furniture,Chairs & Chairmats,Corporate
12/2/2009,557.85,89.4455,Central,IN,Office Supplies,Binders and Binder Accessories,Consumer
11/21/2009,173.2,10.9,Central,TX,Office Supplies,"Scissors, Rulers and Trimmers",Small Business
2/26/2010,228.41,226.36,Central,IL,Office Supplies,Paper,Home Office
9/8/2011,75.14,0.82,Central,MN,Office Supplies,Pens & Art Supplies,Consumer
1/1/2010,161.77,89.03,South,FL,Office Supplies,Binders and Binder Accessories,Corporate
1/1/2010,447.09,731.32,South,FL,Furniture,Office Furnishings,Corporate
1/1/2010,4192.88,150.374,South,FL,Technology,Office Machines,Corporate
3/1/2010,560.51,56.68,East,NY,Office Supplies,Appliances,Corporate
3/1/2010,189.95,32.6,East,NY,Office Supplies,Paper,Corporate
7/15/2011,28.01,3.46,Central,WI,Office Supplies,Labels,Corporate
6/1/2010,4261.94,4.15,Central,IN,Technology,Office Machines,Consumer
6/16/2011,88.84,38.35,South,KY,Office Supplies,Paper,Home Office
4/16/2010,589.24,38.35,East,NY,Office Supplies,Appliances,Consumer
4/16/2010,233.05,86.93,East,NY,Office Supplies,Envelopes,Consumer
9/25/2010,2071.3395,324.927,Central,IN,Technology,Telephones and Communication,Home Office
12/3/2011,126.57,752.13,West,OR,Office Supplies,Appliances,Small Business
3/17/2011,43.57,19.17,East,MA,Office Supplies,Rubber Bands,Small Business
3/17/2011,31.87,1.25,East,MA,Office Supplies,Pens & Art Supplies,Small Business
2/17/2012,59.85,47.41,South,FL,Office Supplies,Pens & Art Supplies,Corporate
1/4/2011,378.6,59.93,East,OH,Office Supplies,Binders and Binder Accessories,Corporate
1/4/2011,38.5,12.7245,East,OH,Technology,Office Machines,Corporate
7/4/2011,197.56,119.86,South,TN,Furniture,Office Furnishings,Small Business
11/23/2010,196.85,166.85,Central,IL,Office Supplies,Paper,Home Office
11/23/2010,124.56,14.33,Central,IL,Office Supplies,Rubber Bands,Home Office
4/18/2012,53.46,17.58,West,UT,Office Supplies,Paper,Corporate
2/12/2009,19.32,20.3205,Central,WI,Office Supplies,Binders and Binder Accessories,Home Office
5/22/2009,1813.04,188.96,West,CO,Technology,Office Machines,Home Office
10/7/2011,125.16,23.48,Central,TX,Office Supplies,Paper,Small Business
6/14/2009,65.7,13.41,Central,ND,Office Supplies,Pens & Art Supplies,Corporate
6/8/2012,716.84,134.72,Central,IL,Office Supplies,Appliances,Home Office
6/8/2012,1474.33,114.46,Central,IL,Technology,Computer Peripherals,Home Office
6/19/2010,1661.04,475.54,South,FL,Office Supplies,Appliances,Corporate
11/14/2011,104.94,34.97,West,CA,Furniture,Office Furnishings,Home Office
3/8/2010,1246.52,52.479,Central,TX,Office Supplies,Binders and Binder Accessories,Home Office
6/2/2010,676.13,183.45,East,MD,Technology,Computer Peripherals,Consumer
6/2/2010,7668.55,45.39,East,MD,Furniture,Tables,Consumer
9/30/2009,1193.65,507.5775,East,MA,Office Supplies,Binders and Binder Accessories,Home Office
7/26/2009,1925.83,359.83,Central,MO,Office Supplies,Appliances,Corporate
3/1/2011,1222.68,45,Central,KS,Office Supplies,Appliances,Consumer
3/1/2011,390.2,300.97,Central,KS,Furniture,Office Furnishings,Consumer
10/1/2012,227.66,64.29,West,CA,Technology,Computer Peripherals,Corporate
10/1/2012,84.33,100.16,West,CA,Office Supplies,"Scissors, Rulers and Trimmers",Corporate
12/16/2009,922.39,13.91,South,VA,Furniture,Office Furnishings,Small Business
12/16/2009,79.19,41.64,South,VA,Office Supplies,Paper,Small Business
8/4/2012,80.61,4.715,Central,IL,Office Supplies,Binders and Binder Accessories,Small Business
9/20/2009,605.97,22.72,East,OH,Furniture,Office Furnishings,Consumer
5/5/2009,4064.05,1408.1865,Central,MI,Office Supplies,Binders and Binder Accessories,Small Business
5/5/2009,3213.87,1069.72,Central,MI,Office Supplies,Appliances,Small Business
5/19/2011,315.02,95.1575,East,NH,Office Supplies,Binders and Binder Accessories,Corporate
5/19/2011,40.02,1.28,East,MA,Office Supplies,Pens & Art Supplies,Corporate
5/14/2011,11230.25,2505.3,East,OH,Furniture,Tables,Corporate
6/20/2012,90.56,502.42,West,CA,Technology,Office Machines,Consumer
6/20/2012,1634.9,43.2,West,CA,Office Supplies,Pens & Art Supplies,Consumer
6/20/2012,11278.18,1836.81,West,CA,Furniture,Tables,Consumer
4/19/2009,132.07,14,Central,TX,Office Supplies,Rubber Bands,Corporate
5/30/2011,1815.49,782.91,Central,IL,Furniture,Office Furnishings,Home Office
11/25/2009,248.26,93.8,Central,IL,Office Supplies,Envelopes,Small Business
9/4/2010,583.64,179.5,East,PA,Office Supplies,Storage & Organization,Home Office
6/2/2012,1406.15,379.1,West,OR,Furniture,Bookcases,Home Office
1/5/2009,165.75,28.46,Central,IA,Technology,Computer Peripherals,Consumer
1/5/2009,2021.147,60.39,Central,IA,Technology,Telephones and Communication,Consumer
8/31/2009,226.1,52.21,East,MD,Office Supplies,Binders and Binder Accessories,Consumer
2/19/2012,341.36,52.48,Central,TX,Technology,Computer Peripherals,Corporate
4/25/2010,469.438,888.162,South,VA,Technology,Telephones and Communication,Small Business
2/26/2009,127.33,310.216,Central,ND,Office Supplies,Binders and Binder Accessories,Corporate
2/26/2009,990.1,5.2955,Central,ND,Office Supplies,Binders and Binder Accessories,Corporate
2/20/2010,1187.55,532.61,West,OR,Office Supplies,Binders and Binder Accessories,Corporate
5/20/2012,269.02,112,South,VA,Technology,Computer Peripherals,Consumer
8/21/2011,142.18,50.14,West,AZ,Office Supplies,Paper,Consumer
9/18/2011,5340.5,1215.28,East,OH,Furniture,Office Furnishings,Consumer
2/14/2012,4462.23,57.1,Central,IL,Furniture,Bookcases,Home Office
2/14/2012,663.784,440.72,Central,IL,Furniture,Tables,Home Office
2/14/2012,115.1,534.49,East,NH,Office Supplies,Labels,Home Office
2/14/2012,516.65,53.13,East,CT,Office Supplies,Appliances,Home Office
8/23/2012,374.78,20.03,South,AL,Office Supplies,Paper,Home Office
11/19/2012,222.91,20.21,Central,IN,Technology,Computer Peripherals,Corporate
4/8/2009,129.1,59.82,East,NY,Office Supplies,Envelopes,Small Business
11/6/2011,3532.96,850.16,East,NJ,Furniture,Tables,Home Office
4/25/2012,662.16,185.21,South,LA,Technology,Computer Peripherals,Corporate
6/19/2009,46.46,25.13,Central,NE,Office Supplies,Appliances,Corporate
4/18/2012,14.68,13.777,Central,MI,Office Supplies,Binders and Binder Accessories,Corporate
4/18/2012,10145.14,57.8795,Central,MI,Office Supplies,Binders and Binder Accessories,Corporate
4/18/2012,68.45,3724.5725,Central,MI,Office Supplies,Binders and Binder Accessories,Corporate
2/4/2010,257.39,121.91,West,WY,Office Supplies,Paper,Home Office
1/25/2010,494.34,30.19,South,FL,Office Supplies,Storage & Organization,Consumer
1/10/2010,827.27,170.87,West,OR,Technology,Computer Peripherals,Corporate
2/27/2012,892.38,366.48,Central,KS,Technology,Computer Peripherals,Home Office
2/27/2012,29.41,2.06,Central,KS,Office Supplies,Pens & Art Supplies,Home Office
5/31/2012,3874.12,305.98,Central,MN,Furniture,Bookcases,Corporate
5/31/2012,1452.216,308.1,Central,MN,Furniture,Tables,Corporate
5/13/2010,234.37,144.6815,East,PA,Office Supplies,Binders and Binder Accessories,Home Office
5/13/2010,1000.3565,229.779,East,PA,Technology,Telephones and Communication,Home Office
7/4/2009,3908.65,480.57,South,GA,Furniture,Office Furnishings,Corporate
9/12/2009,840.07,83.75,Central,MN,Office Supplies,Paper,Home Office
5/12/2009,42.58,7.61,Central,IA,Office Supplies,Paper,Corporate
5/18/2011,523.42,186.73,South,NC,Office Supplies,Binders and Binder Accessories,Consumer
5/18/2011,192.54,39.423,South,NC,Office Supplies,Paper,Consumer
5/18/2011,156.7,76.64,South,NC,Office Supplies,Paper,Consumer
4/15/2012,834.904,313.578,Central,IL,Technology,Telephones and Communication,Corporate
4/15/2012,2480.9205,11.682,Central,IL,Technology,Telephones and Communication,Corporate
10/27/2012,2443.85,120.85,Central,OK,Furniture,Bookcases,Corporate
6/17/2012,4789.89,421.15,Central,MN,Furniture,Bookcases,Corporate
8/16/2010,89.335,107.096,East,CT,Technology,Telephones and Communication,Home Office
8/16/2010,158.46,130.663,East,CT,Office Supplies,Binders and Binder Accessories,Home Office
8/16/2010,7180.83,487.17,East,CT,Furniture,Bookcases,Home Office
4/26/2010,17129.97,5616.08,West,UT,Office Supplies,Storage & Organization,Consumer
12/20/2009,5748.2,459.86,East,CT,Furniture,Bookcases,Small Business
12/20/2009,6717.9325,1717.893,West,CA,Technology,Telephones and Communication,Small Business
3/12/2010,59.03,26.92,Central,IL,Office Supplies,Labels,Consumer
3/12/2010,97.48,5.77,Central,IL,Office Supplies,Rubber Bands,Consumer
8/15/2011,4530.96,993.35,West,CO,Furniture,Tables,Small Business
8/9/2011,726.22,52.47,South,AR,Furniture,Office Furnishings,Small Business
12/5/2009,21717.36,181.98,East,ME,Technology,Copiers and Fax,Home Office
12/5/2009,15823.27,13.67,East,VT,Technology,Office Machines,Home Office
12/5/2009,21.44,8249.86,East,CT,Office Supplies,Paper,Home Office
12/5/2009,416.4,24.33,East,NJ,Office Supplies,Storage & Organization,Home Office
12/5/2009,772.24,1759.34,East,RI,Office Supplies,Paper,Home Office
1/9/2011,1326.09,74.21,Central,MI,Office Supplies,Binders and Binder Accessories,Corporate
1/9/2011,339.49,20.5505,Central,MI,Office Supplies,Pens & Art Supplies,Corporate
10/14/2012,2135.9735,239.4,East,MD,Technology,Telephones and Communication,Consumer
8/27/2012,293.18,64.22,South,VA,Technology,Computer Peripherals,Corporate
10/13/2010,4345.86,126.62,East,OH,Technology,Computer Peripherals,Home Office
2/14/2012,16.6,20.2975,East,NH,Office Supplies,Binders and Binder Accessories,Corporate
6/17/2011,1297.304,149.823,Central,TX,Technology,Telephones and Communication,Corporate
3/9/2011,511.83,172.8795,Central,IL,Office Supplies,Binders and Binder Accessories,Corporate
3/9/2011,184.99,144.55,Central,IL,Technology,Computer Peripherals,Corporate
8/4/2012,80.9,5.76,Central,IL,Office Supplies,Pens & Art Supplies,Home Office
9/14/2010,2150.25,586.93,South,FL,Office Supplies,Appliances,Consumer
9/14/2010,448,27.2,South,FL,Office Supplies,Storage & Organization,Consumer
12/27/2012,759.94,226.45,Central,WI,Furniture,Chairs & Chairmats,Small Business
9/12/2011,133.65,147.015,West,CA,Office Supplies,Paper,Small Business
9/12/2011,525.674,56.28,West,CA,Technology,Telephones and Communication,Small Business
3/2/2010,303.59,150.74,Central,NE,Furniture,Office Furnishings,Corporate
3/2/2010,191.6,45.99,Central,NE,Office Supplies,Paper,Corporate
7/16/2010,622.82,128.88,South,NC,Furniture,Office Furnishings,Consumer
2/7/2011,1225.52,1191.13,West,CA,Office Supplies,Storage & Organization,Corporate
2/7/2011,1024.29,95.52,West,CA,Technology,Computer Peripherals,Corporate
2/7/2011,1348.57,19.57,West,CA,Office Supplies,Pens & Art Supplies,Corporate
8/19/2011,163.14,62.2,Central,WI,Office Supplies,Paper,Home Office
5/7/2009,755.6075,149.166,East,OH,Technology,Telephones and Communication,Corporate
10/17/2011,5642.18,1996.6755,South,LA,Office Supplies,Binders and Binder Accessories,Corporate
12/29/2010,430.88,39,Central,MN,Office Supplies,Envelopes,Corporate
5/18/2012,2047.58,902.62,Central,TX,Technology,Computer Peripherals,Consumer
5/18/2012,56.61,22.16,Central,TX,Furniture,Office Furnishings,Consumer
5/6/2011,67.24,4.9,Central,IL,Office Supplies,Pens & Art Supplies,Home Office
12/23/2010,12028.23,547.61,Central,IL,Technology,Copiers and Fax,Corporate
8/19/2009,857.11,384.201,West,NM,Technology,Computer Peripherals,Home Office
8/19/2009,69.6,6.46,West,NM,Office Supplies,Envelopes,Home Office
8/19/2009,1279.505,285.2,West,NM,Technology,Telephones and Communication,Home Office
3/24/2012,59.99,13.78,West,OR,Office Supplies,Paper,Small Business
3/13/2011,46.34,7.76,West,ID,Office Supplies,Rubber Bands,Corporate
11/8/2010,370.48,5.45,Central,IL,Office Supplies,Storage & Organization,Consumer
7/11/2012,233.43,71.898,Central,OK,Office Supplies,Binders and Binder Accessories,Home Office
11/20/2012,183.41,125.4075,South,VA,Office Supplies,Binders and Binder Accessories,Corporate
3/6/2009,1187.12,52.77,Central,MI,Furniture,Chairs & Chairmats,Small Business
3/6/2009,108.31,127.3,Central,MI,Office Supplies,Paper,Small Business
5/4/2009,10656.26,5.2,West,OR,Furniture,Chairs & Chairmats,Corporate
5/4/2009,17.06,3116.54,West,OR,Furniture,Office Furnishings,Corporate
12/4/2010,38.26,2.34,East,NY,Office Supplies,Pens & Art Supplies,Small Business
4/15/2012,28.32,14.35,Central,ND,Office Supplies,Paper,Corporate
5/7/2009,133.04,6.732,South,LA,Office Supplies,Binders and Binder Accessories,Small Business
12/1/2010,12586.19,619.71,East,PA,Office Supplies,Storage & Organization,Home Office
3/19/2012,1449.3,973.161,Central,KS,Office Supplies,Appliances,Home Office
3/19/2012,4374.6865,676.125,Central,KS,Technology,Telephones and Communication,Home Office
3/19/2012,4283.235,712.14,Central,KS,Technology,Telephones and Communication,Home Office
1/12/2010,199.76,20,West,WA,Office Supplies,Pens & Art Supplies,Consumer
9/22/2010,2415.38,1131.6,West,ID,Furniture,Chairs & Chairmats,Small Business
10/30/2010,1264.46,1249.39,West,CA,Furniture,Tables,Corporate
10/30/2010,158.25,114.7355,West,CA,Office Supplies,Binders and Binder Accessories,Corporate
12/14/2009,302.36,290.31,Central,TX,Furniture,Office Furnishings,Small Business
3/25/2009,193.63,18.85,East,PA,Office Supplies,Binders and Binder Accessories,Small Business
3/25/2009,64.29,152.5245,East,PA,Office Supplies,Paper,Small Business
5/29/2009,41.25,23.25,South,GA,Office Supplies,Paper,Corporate
1/17/2009,7871.91,541.47,East,RI,Office Supplies,Appliances,Small Business
3/4/2012,909.82,67.84,South,KY,Technology,Computer Peripherals,Corporate
3/4/2012,1874.37,292.49,Central,KS,Furniture,Chairs & Chairmats,Corporate
3/15/2009,7287.55,6.01,East,OH,Furniture,Tables,Corporate
11/29/2010,137.64,19.5925,East,OH,Office Supplies,Binders and Binder Accessories,Small Business
9/1/2009,15464.01,4407.44,East,RI,Technology,Office Machines,Home Office
9/1/2009,11.35,7.96,East,NJ,Office Supplies,Paper,Home Office
10/5/2011,122.14,16.99,East,NJ,Office Supplies,Storage & Organization,Corporate
9/6/2012,3491.06,921.7,East,PA,Furniture,Office Furnishings,Corporate
9/6/2012,14383.83,5050.1,East,PA,Technology,Office Machines,Corporate
6/20/2010,213.75,188.77,Central,ND,Technology,Computer Peripherals,Home Office
3/14/2012,186.44,157.18,Central,TX,Office Supplies,Appliances,Corporate
5/5/2012,294.89,321.84,South,GA,Technology,Computer Peripherals,Home Office
5/5/2012,246.57,132.51,South,GA,Office Supplies,Paper,Home Office
11/14/2010,3752.61,637.93,South,VA,Office Supplies,Appliances,Corporate
11/14/2010,548.36,78.63,South,VA,Office Supplies,Appliances,Corporate
6/1/2009,44.46,14.76,South,VA,Office Supplies,Labels,Consumer
6/1/2009,542.11,5.27,South,VA,Office Supplies,Paper,Consumer
4/12/2012,107.93,68.1375,West,CA,Office Supplies,Binders and Binder Accessories,Small Business
2/6/2011,19342.84,5603.95,Central,WI,Furniture,Chairs & Chairmats,Consumer
2/6/2011,771.783,449.526,Central,WI,Technology,Telephones and Communication,Consumer
6/7/2012,343.78,215.86,South,VA,Office Supplies,Appliances,Consumer
6/7/2012,826.09,246.51,South,VA,Furniture,Office Furnishings,Consumer
9/3/2010,66.41,32.35,West,CA,Office Supplies,Envelopes,Small Business
3/16/2010,692.73,94.97,East,ME,Office Supplies,Paper,Corporate
10/18/2009,1411.58,371.412,South,KY,Office Supplies,Paper,Corporate
10/18/2009,2115.242,699.31,South,KY,Technology,Telephones and Communication,Corporate
10/18/2009,1246.68,218.48,South,KY,Furniture,Chairs & Chairmats,Corporate
3/28/2009,5945.3675,1585.476,South,NC,Technology,Telephones and Communication,Corporate
9/13/2012,6111.1685,1663.083,Central,WI,Technology,Telephones and Communication,Small Business
9/13/2012,113.71,41.7,Central,WI,Office Supplies,Labels,Small Business
9/5/2012,605.1,92.81,Central,MO,Office Supplies,Appliances,Home Office
3/12/2010,43.56,21.21,South,AL,Furniture,Office Furnishings,Consumer
6/2/2009,3905.75,72.29,East,MD,Furniture,Tables,Corporate
9/12/2011,102.56,36.62,Central,TX,Office Supplies,Labels,Home Office
9/12/2011,15.87,2.53,Central,TX,Office Supplies,Rubber Bands,Home Office
4/30/2011,82.06,9097.645,Central,MN,Office Supplies,Binders and Binder Accessories,Home Office
4/30/2011,23281.05,26.9905,Central,MN,Technology,Copiers and Fax,Home Office
7/9/2012,9418.73,25.88,Central,OK,Furniture,Chairs & Chairmats,Consumer
7/9/2012,5.68,1.82,Central,OK,Office Supplies,Paper,Consumer
7/9/2012,174.59,161.117,Central,OK,Office Supplies,Pens & Art Supplies,Consumer
7/9/2012,1265.497,2245.24,Central,OK,Technology,Telephones and Communication,Consumer
6/29/2009,1651.09,2.38,East,MD,Technology,Computer Peripherals,Home Office
6/29/2009,95.89,71.11,East,MD,Office Supplies,Paper,Home Office
6/29/2009,80.38,46.31,East,MD,Office Supplies,Pens & Art Supplies,Home Office
1/14/2010,40.31,32.27,East,OH,Office Supplies,Paper,Small Business
3/5/2012,186.02,22.12,South,TN,Furniture,Office Furnishings,Consumer
3/5/2012,142.44,16.48,South,TN,Office Supplies,Pens & Art Supplies,Consumer
5/10/2010,967.78,369.325,South,TN,Office Supplies,Binders and Binder Accessories,Consumer
1/8/2010,88.61,21.471,East,DE,Office Supplies,Binders and Binder Accessories,Consumer
8/1/2012,21134.71,4903.55,West,WA,Technology,Office Machines,Small Business
4/12/2010,7680.29,87.21,East,WV,Furniture,Tables,Consumer
10/21/2012,278,41.67,Central,IL,Office Supplies,Pens & Art Supplies,Small Business
1/1/2011,66.54,46.03,Central,IL,Technology,Computer Peripherals,Home Office
1/1/2011,845.32,33.67,Central,IL,Office Supplies,Paper,Home Office
2/22/2010,4577.18,205.83,Central,IA,Furniture,Chairs & Chairmats,Corporate
2/22/2010,845.9,52.53,Central,IA,Office Supplies,Storage & Organization,Corporate
1/25/2010,3116.47,141.31,West,CO,Furniture,Bookcases,Home Office
1/25/2010,12.41,9.08,West,CO,Office Supplies,Paper,Home Office
1/25/2010,1382.8,1578.26,East,NJ,Office Supplies,Storage & Organization,Home Office
7/25/2011,113.5,46.345,Central,MO,Office Supplies,Binders and Binder Accessories,Corporate
6/28/2010,182.33,40.851,East,MD,Office Supplies,Binders and Binder Accessories,Corporate
9/3/2011,27.01,1.2995,West,CA,Office Supplies,Binders and Binder Accessories,Consumer
5/1/2011,1324.09,94.96,West,CO,Furniture,Office Furnishings,Home Office
12/14/2010,1634.98,120.45,Central,IN,Office Supplies,Storage & Organization,Small Business
5/29/2010,157.49,58.25,West,CA,Office Supplies,Paper,Small Business
8/19/2010,508.73,229.67,East,OH,Office Supplies,Appliances,Consumer
1/16/2009,679.6,85.76,East,MD,Furniture,Office Furnishings,Consumer
1/16/2009,257.42,59.18,East,MD,Office Supplies,Paper,Consumer
3/11/2009,317.59,46.115,Central,NE,Office Supplies,Binders and Binder Accessories,Corporate
10/28/2010,78.17,72.703,East,MD,Office Supplies,Binders and Binder Accessories,Consumer
8/21/2009,24105.87,4073.25,West,UT,Technology,Office Machines,Corporate
9/10/2011,330.21,83.24,West,CA,Office Supplies,Paper,Corporate
7/14/2010,278.68,316.476,West,CO,Office Supplies,Binders and Binder Accessories,Corporate
7/14/2010,717.468,8.8995,West,CO,Technology,Telephones and Communication,Corporate
